Channel,Frequency,Power
AF3,0.5291487387159368,138040025.98648834
AF3,0.5399476925672825,20049754.8229376
AF3,0.5507466464186281,174811211.60651135
AF3,0.5615456002699738,57113456.30297249
AF3,0.5723445541213195,112642078.55998066
AF3,0.5831435079726651,11299152.43499684
AF3,0.5939424618240108,70417711.49682657
AF3,0.6047414156753564,55192332.0853503
AF3,0.6155403695267021,77137278.62678558
AF3,0.6263393233780478,35827095.66218617
AF3,0.6371382772293933,5328670.60684488
AF3,0.647937231080739,26040149.26763134
AF3,0.6587361849320846,281902811.01014006
AF3,0.6695351387834303,13886492.721292648
AF3,0.680334092634776,28546476.332745183
AF3,0.6911330464861216,70517435.28470571
AF3,0.7019320003374673,350223897.46817446
AF3,0.7127309541888129,31970500.105781503
AF3,0.7235299080401586,25921649.44203575
AF3,0.7343288618915043,49417816.66168458
AF3,0.7451278157428499,33828597.91205362
AF3,0.7559267695941955,13174467.576377489
AF3,0.7667257234455411,118865668.57320493
AF3,0.7775246772968868,51729628.65297972
AF3,0.7883236311482325,10627644.789538514
AF3,0.7991225849995781,81316918.0122019
AF3,0.8099215388509238,5632509.453850526
AF3,0.8207204927022694,113470513.18982518
AF3,0.8315194465536151,91872710.62225835
AF3,0.8423184004049608,37947182.934331626
AF3,0.8531173542563064,132870321.55757414
AF3,0.863916308107652,359348.770559886
AF3,0.8747152619589976,5793903.664681302
AF3,0.8855142158103433,7088601.767782354
AF3,0.896313169661689,37616035.679653354
AF3,0.9071121235130346,32754666.75204319
AF3,0.9179110773643803,132477095.65283734
AF3,0.9287100312157259,126653135.16874307
AF3,0.9395089850670716,76384421.11430752
AF3,0.9503079389184172,13586531.055783052
AF3,0.9611068927697629,167175236.46418932
AF3,0.9719058466211086,1423604.0047795968
AF3,0.9827048004724541,57931380.68178589
AF3,0.9935037543237998,6823241.329022735
AF3,1.0043027081751454,78310364.78258403
AF3,1.0151016620264912,98042025.25216044
AF3,1.0259006158778368,167956592.10616776
AF3,1.0366995697291825,6079176.832694078
AF3,1.047498523580528,9067741.890009925
AF3,1.0582974774318736,12633842.571989324
AF3,1.0690964312832194,26944203.29033409
AF3,1.079895385134565,4598740.916674052
AF3,1.0906943389859107,5692531.692036204
AF3,1.1014932928372563,15515884.139995262
AF3,1.112292246688602,4193341.567401761
AF3,1.1230912005399476,40080510.35394709
AF3,1.1338901543912934,48278048.633486375
AF3,1.144689108242639,35091669.32290956
AF3,1.1554880620939845,5099839.768220182
AF3,1.1662870159453302,115903788.3458736
AF3,1.1770859697966758,165803028.38512087
AF3,1.1878849236480216,96838744.48955879
AF3,1.1986838774993671,45878990.404707
AF3,1.2094828313507129,12221491.327828497
AF3,1.2202817852020584,8505.411852885094
AF3,1.2310807390534042,35700693.31562199
AF3,1.2418796929047498,15193414.152310852
AF3,1.2526786467560955,1875700.8859300618
AF3,1.263477600607441,24879327.088621978
AF3,1.2742765544587866,14930405.276404576
AF3,1.2850755083101324,4876288.189254763
AF3,1.295874462161478,3381277.1987403505
AF3,1.3066734160128237,74015338.64608401
AF3,1.3174723698641693,78115335.001284
AF3,1.328271323715515,20173580.999877393
AF3,1.3390702775668606,61017241.418273285
AF3,1.3498692314182064,11115265.109273715
AF3,1.360668185269552,75083748.8048349
AF3,1.3714671391208977,32407636.29786247
AF3,1.3822660929722432,1523875.8045695443
AF3,1.3930650468235888,26344026.520966474
AF3,1.4038640006749346,4319118.025797684
AF3,1.41466295452628,82575864.17716692
AF3,1.4254619083776259,4694243.069417077
AF3,1.4362608622289714,9445301.888177779
AF3,1.4470598160803172,4820275.990490107
AF3,1.4578587699316627,5066213.35349511
AF3,1.4686577237830085,61911207.837303825
AF3,1.479456677634354,21223415.292829093
AF3,1.4902556314856998,15617380.6458299
AF3,1.5010545853370454,8426116.363795936
AF3,1.511853539188391,6710954.425489875
AF3,1.5226524930397367,19442972.901707597
AF3,1.5334514468910823,22946990.548182495
AF3,1.544250400742428,43282559.51599119
AF3,1.5550493545937736,9654505.052444387
AF3,1.5658483084451194,27037917.619287413
AF3,1.576647262296465,13891107.078520944
AF3,1.5874462161478107,18997128.637640443
AF3,1.5982451699991562,30744214.725062642
AF3,1.609044123850502,70878975.42598985
AF3,1.6198430777018475,7418658.131142033
AF3,1.630642031553193,27513121.67038866
AF3,1.6414409854045389,6324883.537577922
AF3,1.6522399392558844,6148577.2391136605
AF3,1.6630388931072302,3742111.514278236
AF3,1.6738378469585757,172635.9681696012
AF3,1.6846368008099215,20705336.5881485
AF3,1.695435754661267,19220354.782479998
AF3,1.7062347085126128,17178656.018278237
AF3,1.7170336623639584,4825146.51896919
AF3,1.727832616215304,18683247.477538727
AF3,1.7386315700666497,2855166.3112582243
AF3,1.7494305239179953,5672482.395331466
AF3,1.760229477769341,4631702.325319447
AF3,1.7710284316206866,28922982.172099993
AF3,1.7818273854720323,65268549.447922975
AF3,1.792626339323378,3846639.7943991385
AF3,1.8034252931747237,3767027.173757345
AF3,1.8142242470260692,2792150.838220118
AF3,1.825023200877415,20594598.107286282
AF3,1.8358221547287605,62361895.536840916
AF3,1.846621108580106,32362962.750060335
AF3,1.8574200624314519,82404367.75910982
AF3,1.8682190162827974,3700326.591953825
AF3,1.8790179701341432,9125664.50958977
AF3,1.8898169239854887,11680567.059666496
AF3,1.9006158778368345,318421.7249239623
AF3,1.91141483168818,25044386.727043785
AF3,1.9222137855395258,26143484.377333045
AF3,1.9330127393908714,215294.367419129
AF3,1.9438116932422171,43695643.698382854
AF3,1.9546106470935627,57350510.085004084
AF3,1.9654096009449082,7369066.68799872
AF3,1.976208554796254,2619677.9445920815
AF3,1.9870075086475996,94961469.9613727
AF3,1.9978064624989453,3471916.918737636
AF3,2.008605416350291,9778070.438430868
AF3,2.0194043702016367,4118333.0119562056
AF3,2.0302033240529824,37163358.230807014
AF3,2.0410022779043278,10769615.67095449
AF3,2.0518012317556735,3963443.464816691
AF3,2.0626001856070193,408241.65561385686
AF3,2.073399139458365,28642227.58384475
AF3,2.0841980933097104,5117773.848676429
AF3,2.094997047161056,508738.6464273337
AF3,2.105796001012402,5780343.971665511
AF3,2.1165949548637473,2581490.7156999274
AF3,2.127393908715093,31585012.364324994
AF3,2.138192862566439,29928617.372414645
AF3,2.1489918164177846,12312331.78113271
AF3,2.15979077026913,5054294.2847572
AF3,2.1705897241204757,4993872.1542258095
AF3,2.1813886779718215,38182921.850137696
AF3,2.192187631823167,10179758.064392602
AF3,2.2029865856745126,16059247.23656408
AF3,2.2137855395258583,9272075.701973688
AF3,2.224584493377204,18232943.485198446
AF3,2.2353834472285494,15828845.545054143
AF3,2.246182401079895,28111920.42627433
AF3,2.256981354931241,1681401.9219227198
AF3,2.2677803087825867,14117784.845109703
AF3,2.278579262633932,19079406.443678685
AF3,2.289378216485278,21600960.910852067
AF3,2.3001771703366236,13814798.22657568
AF3,2.310976124187969,2370844.0306862365
AF3,2.3217750780393147,5594750.300734794
AF3,2.3325740318906605,2197050.5022531496
AF3,2.3433729857420063,22445343.393240683
AF3,2.3541719395933516,8920451.29570606
AF3,2.3649708934446974,53712818.8481161
AF3,2.375769847296043,1083816.5846294
AF3,2.386568801147389,8595281.23121287
AF3,2.3973677549987342,2714066.058239214
AF3,2.40816670885008,2629655.5077505726
AF3,2.4189656627014258,321326.5338420617
AF3,2.429764616552771,17309105.33812237
AF3,2.440563570404117,25001151.0191251
AF3,2.4513625242554626,170712.35017651806
AF3,2.4621614781068084,35985950.33431295
AF3,2.4729604319581537,13540.801425715863
AF3,2.4837593858094995,10464059.946425466
AF3,2.4945583396608453,30976942.80487897
AF3,2.505357293512191,6598220.169362218
AF3,2.5161562473635364,1732610.0838461164
AF3,2.526955201214882,17366019.630558196
AF3,2.537754155066228,15760304.458399089
AF3,2.5485531089175733,1889982.9404886907
AF3,2.559352062768919,895340.3712848705
AF3,2.570151016620265,10789838.598723168
AF3,2.5809499704716106,8116926.541653174
AF3,2.591748924322956,15474458.75439654
AF3,2.6025478781743017,30546397.049241863
AF3,2.6133468320256474,8258630.811604182
AF3,2.624145785876993,14279474.393703565
AF3,2.6349447397283385,18525536.77938673
AF3,2.6457436935796843,16351263.389104035
AF3,2.65654264743103,2781280.2056438657
AF3,2.6673416012823754,695675.0821331413
AF3,2.678140555133721,35628981.49080286
AF3,2.688939508985067,27686753.07990441
AF3,2.6997384628364127,19848297.49449572
AF3,2.710537416687758,6522105.648760785
AF3,2.721336370539104,30793791.08889774
AF3,2.7321353243904496,3252869.4806464487
AF3,2.7429342782417954,28589777.658256453
AF3,2.7537332320931407,1276356.8947574699
AF3,2.7645321859444865,1605923.3452174233
AF3,2.7753311397958322,3370529.336220799
AF3,2.7861300936471776,5830442.768676209
AF3,2.7969290474985233,1172725.778273922
AF3,2.807728001349869,15034504.598153789
AF3,2.818526955201215,6540594.895141293
AF3,2.82932590905256,5270274.379906649
AF3,2.840124862903906,4596837.3771640295
AF3,2.8509238167552517,420423.2382335588
AF3,2.8617227706065975,10499934.789595515
AF3,2.872521724457943,62511870.31947258
AF3,2.8833206783092886,1625127.4033088142
AF3,2.8941196321606344,12012065.71988633
AF3,2.9049185860119797,4471235.938730407
AF3,2.9157175398633255,3066035.599358727
AF3,2.9265164937146713,2477642.2643987946
AF3,2.937315447566017,363426.54093413707
AF3,2.9481144014173624,18528357.494343095
AF3,2.958913355268708,12749525.582429865
AF3,2.969712309120054,1338428.5215238873
AF3,2.9805112629713997,629642.668338547
AF3,2.991310216822745,690557.7154081136
AF3,3.0021091706740908,5416107.749869422
AF3,3.0129081245254365,17376354.662296273
AF3,3.023707078376782,16414508.192188153
AF3,3.0345060322281276,5543614.147970609
AF3,3.0453049860794734,195624.40042870224
AF3,3.056103939930819,10760236.24877591
AF3,3.0669028937821645,10122706.398407511
AF3,3.0777018476335103,1796570.4210085224
AF3,3.088500801484856,1501150.2144741763
AF3,3.099299755336202,12662937.349358017
AF3,3.110098709187547,6017995.973394319
AF3,3.120897663038893,361704.32508192764
AF3,3.1316966168902387,7495777.306488714
AF3,3.142495570741584,2944858.067489812
AF3,3.15329452459293,26715178.784633428
AF3,3.1640934784442756,12803121.76328093
AF3,3.1748924322956213,6172985.549909621
AF3,3.1856913861469667,5380885.984346714
AF3,3.1964903399983124,6875719.94812079
AF3,3.207289293849658,7765033.397578066
AF3,3.218088247701004,1717038.6864310359
AF3,3.2288872015523493,4149692.3928561183
AF3,3.239686155403695,1604797.8518052988
AF3,3.250485109255041,4676082.99540494
AF3,3.261284063106386,1215886.7089089684
AF3,3.272083016957732,2559342.5249719867
AF3,3.2828819708090777,2614848.4289200753
AF3,3.2936809246604235,9664109.895014204
AF3,3.304479878511769,12270391.32453263
AF3,3.3152788323631146,3317620.6818619645
AF3,3.3260777862144604,1329846.9454518708
AF3,3.336876740065806,17271004.568651646
AF3,3.3476756939171515,922114.7009696506
AF3,3.3584746477684972,262874.29978752724
AF3,3.369273601619843,5160659.013758173
AF3,3.3800725554711883,236855.16743100676
AF3,3.390871509322534,10162547.87048065
AF3,3.40167046317388,16368686.99451529
AF3,3.4124694170252257,3339862.5821178495
AF3,3.423268370876571,6716979.679947883
AF3,3.4340673247279168,3113596.228081472
AF3,3.4448662785792625,6113072.398603161
AF3,3.455665232430608,9748130.121805442
AF3,3.4664641862819536,4960229.117704643
AF3,3.4772631401332994,5268250.396097408
AF3,3.488062093984645,36927568.410368286
AF3,3.4988610478359905,8762737.919638194
AF3,3.5096600016873363,226000.36805197463
AF3,3.520458955538682,1230488.4267884868
AF3,3.531257909390028,1216345.1392259146
AF3,3.542056863241373,21033468.38850425
AF3,3.552855817092719,2331549.635604806
AF3,3.5636547709440647,10613659.66072387
AF3,3.57445372479541,5826141.455850312
AF3,3.585252678646756,577100.3209914034
AF3,3.5960516324981016,3767955.0224837135
AF3,3.6068505863494473,11052824.816472676
AF3,3.6176495402007927,8120368.903447565
AF3,3.6284484940521384,10283262.925980443
AF3,3.639247447903484,18601225.000961892
AF3,3.65004640175483,182441.22144393143
AF3,3.6608453556061753,13115518.667789036
AF3,3.671644309457521,3634449.8782409076
AF3,3.682443263308867,6956159.949928057
AF3,3.693242217160212,13951609.514637368
AF3,3.704041171011558,1354527.5811311135
AF3,3.7148401248629037,18449944.342316907
AF3,3.7256390787142495,3783461.9288667166
AF3,3.736438032565595,9377646.261183
AF3,3.7472369864169406,15818248.112573184
AF3,3.7580359402682864,3554440.559673899
AF3,3.768834894119632,8521701.231980404
AF3,3.7796338479709775,1226225.5569040575
AF3,3.7904328018223232,6049581.619384584
AF3,3.801231755673669,2737118.7548138923
AF3,3.8120307095250143,7872670.225077803
AF3,3.82282966337636,1005004.1281071914
AF3,3.833628617227706,1435705.21344416
AF3,3.8444275710790516,11709651.194153504
AF3,3.855226524930397,48173.206209866934
AF3,3.8660254787817427,3470278.256910058
AF3,3.8768244326330885,659652.8185511751
AF3,3.8876233864844343,10091737.605782194
AF3,3.8984223403357796,886015.5285351757
AF3,3.9092212941871254,5822983.349119331
AF3,3.920020248038471,41601.89968320044
AF3,3.9308192018898165,3391874.4351208657
AF3,3.9416181557411623,13670762.868474495
AF3,3.952417109592508,10007755.61149206
AF3,3.963216063443854,260789.21567718612
AF3,3.974015017295199,1226143.3737830243
AF3,3.984813971146545,8748135.117478423
AF3,3.9956129249978907,5219303.612298999
AF3,4.006411878849236,15518424.00819595
AF3,4.017210832700582,10209531.691556372
AF3,4.0280097865519275,764081.7658784256
AF3,4.038808740403273,9917248.847100813
AF3,4.049607694254619,4847540.695055291
AF3,4.060406648105965,13965058.977545854
AF3,4.07120560195731,9222046.97353233
AF3,4.0820045558086555,2338957.125206446
AF3,4.092803509660001,3507805.569691987
AF3,4.103602463511347,3366009.0815037
AF3,4.114401417362693,4462706.284237669
AF3,4.125200371214039,4940186.74845387
AF3,4.135999325065384,17962206.29398173
AF3,4.14679827891673,100743.07466088221
AF3,4.157597232768075,2951646.037216147
AF3,4.168396186619421,2576823.554393094
AF3,4.179195140470767,8324739.859415926
AF3,4.189994094322112,2759925.697314892
AF3,4.200793048173458,4608826.971873095
AF3,4.211592002024804,3298631.498732263
AF3,4.22239095587615,1286132.3413939637
AF3,4.2331899097274945,19719570.262337413
AF3,4.24398886357884,16576610.198589906
AF3,4.254787817430186,6973850.035976284
AF3,4.265586771281532,3255094.883620782
AF3,4.276385725132878,2544012.894159935
AF3,4.287184678984223,5486029.104104367
AF3,4.297983632835569,4243931.138467311
AF3,4.308782586686914,2147292.4162867074
AF3,4.31958154053826,1521733.934866256
AF3,4.330380494389606,2166809.658348497
AF3,4.341179448240951,491160.64242036454
AF3,4.351978402092297,4334204.589166484
AF3,4.362777355943643,1961216.2216765769
AF3,4.373576309794989,6766137.387986609
AF3,4.384375263646334,732778.6317428254
AF3,4.395174217497679,3433827.325088691
AF3,4.405973171349025,1382957.908834988
AF3,4.416772125200371,23889145.986812115
AF3,4.427571079051717,1544902.004952323
AF3,4.438370032903062,53656.84980596806
AF3,4.449168986754408,6753700.700213289
AF3,4.459967940605754,5427.505106504405
AF3,4.470766894457099,314729.9661505328
AF3,4.481565848308445,2784663.691668026
AF3,4.49236480215979,27989324.538863987
AF3,4.503163756011136,575589.5342418938
AF3,4.513962709862482,10749982.137107832
AF3,4.524761663713828,1074959.7640215259
AF3,4.5355606175651735,4010363.767337826
AF3,4.546359571416518,67750.62966022982
AF3,4.557158525267864,26825817.049337722
AF3,4.56795747911921,8084013.825169601
AF3,4.578756432970556,2583264.160556036
AF3,4.5895553868219015,3063121.271266854
AF3,4.600354340673247,2976006.8628760157
AF3,4.611153294524593,4470319.653522341
AF3,4.621952248375938,1116301.141284556
AF3,4.632751202227284,3773393.0829800772
AF3,4.643550156078629,1642736.9366991038
AF3,4.654349109929975,4068444.2400330575
AF3,4.665148063781321,2179827.897283127
AF3,4.675947017632667,4252880.924379619
AF3,4.6867459714840125,4758406.635076796
AF3,4.697544925335358,3525566.534998642
AF3,4.708343879186703,884864.0923319159
AF3,4.719142833038049,695353.6878860091
AF3,4.729941786889395,4374382.931484846
AF3,4.7407407407407405,2271133.4519070955
AF3,4.751539694592086,4968847.634333361
AF3,4.762338648443432,56468.156525915016
AF3,4.773137602294778,828303.7007140486
AF3,4.783936556146123,9688734.152872235
AF3,4.7947355099974684,19677033.72128466
AF3,4.805534463848814,1291944.822935861
AF3,4.81633341770016,4379944.331334779
AF3,4.827132371551506,2960407.509278281
AF3,4.8379313254028515,477344.8203881869
AF3,4.848730279254197,6857056.264053086
AF3,4.859529233105542,3197025.806653303
AF3,4.870328186956888,654206.0688140226
AF3,4.881127140808234,2197908.353810415
AF3,4.8919260946595795,123560.60315019413
AF3,4.902725048510925,2736899.5531048723
AF3,4.913524002362271,146677.47529967048
AF3,4.924322956213617,848555.3913519875
AF3,4.935121910064963,731703.6704712319
AF3,4.9459208639163075,225489.79477338563
AF3,4.956719817767653,22010060.430585306
AF3,4.967518771618999,2682953.0528968433
AF3,4.978317725470345,4503111.077757035
AF3,4.989116679321691,2289960.8327490203
AF3,4.999915633173036,2535966.132849907
AF3,5.010714587024382,597039.6206769211
AF3,5.021513540875727,69383.33261796592
AF3,5.032312494727073,3556784.56437314
AF3,5.0431114485784185,1972483.1526038423
AF3,5.053910402429764,3430653.749325005
AF3,5.06470935628111,2245819.3243515943
AF3,5.075508310132456,141812.37953103095
AF3,5.086307263983802,5468299.4091825625
AF3,5.0971062178351465,1037772.4787322987
AF3,5.107905171686492,881417.7537292138
AF3,5.118704125537838,1086183.2673978652
AF3,5.129503079389184,92564.91906665749
AF3,5.14030203324053,8761503.716716819
AF3,5.151100987091875,6432584.5096875
AF3,5.161899940943221,490933.11235309584
AF3,5.172698894794567,5833479.200692964
AF3,5.183497848645912,6927864.790915226
AF3,5.194296802497258,2592370.3814746197
AF3,5.205095756348603,2548886.0666145002
AF3,5.215894710199949,1228165.6062496821
AF3,5.226693664051295,593756.4141066237
AF3,5.237492617902641,4343395.990856522
AF3,5.248291571753986,4714286.602933886
AF3,5.259090525605331,13142647.315726828
AF3,5.269889479456677,802658.9837840749
AF3,5.280688433308023,272016.59117365035
AF3,5.291487387159369,765562.5804383848
AF3,5.302286341010714,305808.60889232316
AF3,5.31308529486206,2920574.438726865
AF3,5.323884248713406,66850.38810240626
AF3,5.334683202564751,3456472.8469077046
AF3,5.345482156416097,5577481.646798886
AF3,5.356281110267442,1119330.9949185615
AF3,5.367080064118788,471345.39762023924
AF3,5.377879017970134,6280979.56085352
AF3,5.38867797182148,1758093.5868804469
AF3,5.3994769256728254,28899.462231350553
AF3,5.410275879524171,9927982.739699515
AF3,5.421074833375516,2162148.9515825873
AF3,5.431873787226862,3596620.614341859
AF3,5.442672741078208,2358533.6599019556
AF3,5.453471694929553,1500582.072929463
AF3,5.464270648780899,2846193.9595238552
AF3,5.475069602632245,10722659.51375162
AF3,5.485868556483591,2612464.710470633
AF3,5.496667510334936,3281784.7770167175
AF3,5.507466464186281,2213267.7379515357
AF3,5.518265418037627,1628007.0727531943
AF3,5.529064371888973,6578583.827726333
AF3,5.539863325740319,83074.0023896017
AF3,5.5506622795916645,31381.43646051756
AF3,5.56146123344301,5824817.496576144
AF3,5.572260187294355,1539658.794325775
AF3,5.583059141145701,1725488.6190016954
AF3,5.593858094997047,7519500.120791507
AF3,5.604657048848392,657722.6167738358
AF3,5.615456002699738,4149159.258996894
AF3,5.626254956551084,3629842.5441467403
AF3,5.63705391040243,3928807.4764263774
AF3,5.647852864253775,113026.0450804209
AF3,5.65865181810512,4058617.606961675
AF3,5.669450771956466,8052437.4366529025
AF3,5.680249725807812,6126784.29655753
AF3,5.691048679659158,923602.2491624469
AF3,5.7018476335105035,582303.4395694452
AF3,5.712646587361849,9812534.716734437
AF3,5.723445541213195,2574623.802513799
AF3,5.73424449506454,793407.5717891646
AF3,5.745043448915886,2323683.6651801034
AF3,5.7558424027672315,4449431.99150367
AF3,5.766641356618577,5212238.956061164
AF3,5.777440310469923,26776.129777182105
AF3,5.788239264321269,1768435.3584819557
AF3,5.799038218172615,2029031.9206997263
AF3,5.809837172023959,1641629.9683998772
AF3,5.820636125875305,1097381.200342021
AF3,5.831435079726651,4414966.454250454
AF3,5.842234033577997,16081744.563043583
AF3,5.8530329874293425,7802572.408973127
AF3,5.863831941280688,189620.95293115193
AF3,5.874630895132034,1699057.3158444925
AF3,5.885429848983379,4193101.844033175
AF3,5.896228802834725,5094430.42701804
AF3,5.9070277566860705,4468985.201172787
AF3,5.917826710537416,52521.71055901077
AF3,5.928625664388762,239099.00300036278
AF3,5.939424618240108,4945843.6584401755
AF3,5.950223572091454,1006980.3200585289
AF3,5.961022525942799,2800229.4333349103
AF3,5.971821479794144,6880983.2904640315
AF3,5.98262043364549,3872486.758395782
AF3,5.993419387496836,11352815.178052718
AF3,6.0042183413481816,5018742.258329115
AF3,6.015017295199527,5383070.485259495
AF3,6.025816249050873,4961851.827439209
AF3,6.036615202902219,7160429.841815453
AF3,6.047414156753564,2454133.753856933
AF3,6.0582131106049095,6924846.522231945
AF3,6.069012064456255,3013457.7330186875
AF3,6.079811018307601,12480940.751987739
AF3,6.090609972158947,1057680.8524032654
AF3,6.101408926010293,2670074.337060702
AF3,6.112207879861638,229730.08404613807
AF3,6.123006833712983,49670.1739985566
AF3,6.133805787564329,317890.6856163119
AF3,6.144604741415675,1943638.6076616386
AF3,6.155403695267021,602638.3372421779
AF3,6.166202649118366,619166.9216167514
AF3,6.177001602969712,7749963.610259339
AF3,6.187800556821058,9557525.528046003
AF3,6.198599510672404,782789.2392384214
AF3,6.2093984645237486,5656733.977482155
AF3,6.220197418375094,4872325.760305525
AF3,6.23099637222644,1323344.5765195657
AF3,6.241795326077786,3716378.0394362807
AF3,6.252594279929132,4028915.8764071865
AF3,6.263393233780477,731174.0022612319
AF3,6.274192187631823,6096878.90584276
AF3,6.284991141483168,565437.7007943633
AF3,6.295790095334514,123259.30970045803
AF3,6.30658904918586,8102201.494657495
AF3,6.317388003037205,1975154.0990951806
AF3,6.328186956888551,2438053.520873783
AF3,6.338985910739897,7394838.4809989
AF3,6.349784864591243,6082411.504272213
AF3,6.360583818442588,2324858.1947675045
AF3,6.371382772293933,1363561.292282892
AF3,6.382181726145279,6177880.139994806
AF3,6.392980679996625,4674215.634555241
AF3,6.403779633847971,2394791.255279664
AF3,6.414578587699316,1180700.5192460457
AF3,6.425377541550662,4738735.9261189075
AF3,6.436176495402008,2585354.8288451442
AF3,6.446975449253353,7082802.025694946
AF3,6.457774403104699,1210290.0093500211
AF3,6.468573356956044,543597.8110950307
AF3,6.47937231080739,4692098.954457683
AF3,6.490171264658736,653107.6926679501
AF3,6.500970218510082,6500606.605055115
AF3,6.5117691723614275,1949423.0162409288
AF3,6.522568126212772,996295.2324317351
AF3,6.533367080064118,9950469.028492983
AF3,6.544166033915464,2476462.2596510113
AF3,6.55496498776681,320135.00045450765
AF3,6.5657639416181555,4142148.406734109
AF3,6.576562895469501,2623309.6112055774
AF3,6.587361849320847,9445846.114859382
AF3,6.598160803172192,3171956.486636751
AF3,6.608959757023538,2222564.758460492
AF3,6.619758710874883,105876.23089253796
AF3,6.630557664726229,5163386.870019328
AF3,6.641356618577575,1785204.0727776084
AF3,6.652155572428921,1555391.2547684582
AF3,6.6629545262802665,2427246.6674284143
AF3,6.673753480131612,4536842.182825404
AF3,6.684552433982957,2829307.398722721
AF3,6.695351387834303,6041837.180859759
AF3,6.706150341685649,401481.211076229
AF3,6.7169492955369945,17634593.10904686
AF3,6.72774824938834,51603.365012674134
AF3,6.738547203239686,1649027.1490052836
AF3,6.749346157091032,1553345.5379768456
AF3,6.760145110942377,2597093.1463931864
AF3,6.7709440647937225,883433.6500917096
AF3,6.781743018645068,1412196.3347142725
AF3,6.792541972496414,1169107.7770276156
AF3,6.80334092634776,3593638.049891823
AF3,6.8141398801991055,19467304.22597197
AF3,6.824938834050451,4630725.662238536
AF3,6.835737787901796,4461694.751855532
AF3,6.846536741753142,3932336.327403695
AF3,6.857335695604488,51574.531923997056
AF3,6.8681346494558335,1476336.9691803567
AF3,6.878933603307179,2477245.0471822303
AF3,6.889732557158525,2878344.8624351346
AF3,6.900531511009871,1566986.5741547183
AF3,6.911330464861216,1431443.9990975854
AF3,6.9221294187125615,26602.047785159066
AF3,6.932928372563907,1113995.2445658778
AF3,6.943727326415253,7059795.406077425
AF3,6.954526280266599,492212.56603488576
AF3,6.965325234117945,1777189.685903883
AF3,6.97612418796929,2109696.677565867
AF3,6.986923141820636,1327476.5526878757
AF3,6.997722095671981,12739258.748566935
AF3,7.008521049523327,2318668.0569108557
AF3,7.0193200033746725,813997.6698837794
AF3,7.030118957226018,6946114.288934396
AF3,7.040917911077364,2202778.6464105286
AF3,7.05171686492871,844813.0222289611
AF3,7.062515818780056,6709181.0002295
AF3,7.0733147726314005,22644.61353300115
AF3,7.084113726482746,1406430.0031610327
AF3,7.094912680334092,3412217.4414188494
AF3,7.105711634185438,13850958.088291258
AF3,7.116510588036784,5408212.863988289
AF3,7.127309541888129,2733747.920685591
AF3,7.138108495739475,488179.19547463837
AF3,7.14890744959082,789212.0140350705
AF3,7.159706403442166,625149.469140382
AF3,7.170505357293512,375528.1019807955
AF3,7.181304311144857,1281565.805450662
AF3,7.192103264996203,9642205.646403432
AF3,7.202902218847549,73835.54982625366
AF3,7.213701172698895,2827740.2659047255
AF3,7.22450012655024,8653687.983769346
AF3,7.235299080401585,1137169.6077872564
AF3,7.246098034252931,1879390.8954813757
AF3,7.256896988104277,5668613.62965155
AF3,7.267695941955623,3846023.497502707
AF3,7.278494895806968,3875692.5153168347
AF3,7.289293849658314,2509944.8006652347
AF3,7.30009280350966,5582243.917463088
AF3,7.310891757361005,921880.6081617159
AF3,7.321690711212351,3236165.7618971965
